Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-D8-A27P-01	0	3	11	7	0	9
TCGA-D8-A27R-01	3	3	7	10	11	1
TCGA-D8-A27T-01	0	6	16	3	0	6
TCGA-D8-A27V-01	103	84	13	0	35	0
TCGA-D8-A27W-01	4	2	39	1	4	5
TCGA-D8-A3Z6-01	2	6	13	5	1	10
TCGA-D8-A4Z1-01	9	31	5	1	0	0
TCGA-D8-A73U-01	49	127	7	10	0	14
TCGA-D8-A73W-01	3	2	28	9	0	10
TCGA-D8-A73X-01	0	8	20	0	14	10
TCGA-E2-A105-01	3	9	21	23	0	11
TCGA-E2-A107-01	0	9	11	0	10	6
TCGA-E2-A108-01	84	60	1	17	8	16
TCGA-E2-A109-01	0	4	23	33	12	12
TCGA-E2-A10A-01	3	7	4	9	0	5
TCGA-E2-A10B-01	15	22	9	5	8	14
TCGA-E2-A10C-01	225	294	0	0	0	0
TCGA-E2-A10F-01	2	5	15	0	6	2
TCGA-E2-A14N-01	17	9	11	50	17	5
TCGA-E2-A14O-01	0	3	19	0	14	0
TCGA-E2-A14P-01	10	27	32	0	33	10
TCGA-E2-A14Q-01	2	5	17	1	12	3
TCGA-E2-A14R-01	18	1	9	58	37	20
TCGA-E2-A14T-01	6	5	16	0	9	7
TCGA-E2-A14V-01	42	28	35	8	22	6
TCGA-E2-A14W-01	13	3	9	57	13	7
TCGA-E2-A14X-01	2	7	26	0	0	2
TCGA-E2-A14Y-01	17	15	8	5	0	5
TCGA-E2-A14Z-01	9	28	12	16	30	0
TCGA-E2-A150-01	5	4	24	26	18	14
TCGA-E2-A152-01	67	64	11	0	29	0
TCGA-E2-A153-01	0	8	16	1	0	1
TCGA-E2-A154-01	2	2	23	0	31	0
TCGA-E2-A155-01	5	14	22	12	18	10
TCGA-E2-A156-01	1	5	4	0	12	3
TCGA-E2-A158-01	7	0	13	54	14	9
TCGA-E2-A159-01	91	66	12	26	0	6
TCGA-E2-A15A-01	3	3	13	9	29	5
TCGA-E2-A15C-01	1	2	25	12	3	7
TCGA-E2-A15D-01	2	0	16	0	7	9
TCGA-E2-A15E-01	7	0	13	9	1	10
TCGA-E2-A15F-01	1	0	14	10	1	2
TCGA-E2-A15G-01	0	11	19	11	26	6
TCGA-E2-A15H-01	1	0	17	5	5	5
TCGA-E2-A15I-01	0	6	21	8	8	0
TCGA-E2-A15J-01	0	1	8	9	0	4
TCGA-E2-A15K-01	2	2	19	2	24	4
TCGA-E2-A15L-01	4	0	16	0	11	3
TCGA-E2-A15M-01	19	19	29	25	6	10
TCGA-E2-A15O-01	0	3	12	0	18	1
TCGA-E2-A15P-01	0	2	11	2	6	7
TCGA-E2-A15R-01	1	7	25	6	8	0
TCGA-E2-A15S-01	6	8	7	19	13	15
TCGA-E2-A15T-01	2	1	16	0	19	2
TCGA-E2-A1AZ-01	23	11	11	14	13	7
TCGA-E2-A1B0-01	5	8	18	0	15	14
TCGA-E2-A1B1-01	19	21	13	12	1	0
TCGA-E2-A1B4-01	0	10	5	4	18	5
TCGA-E2-A1B5-01	10	18	15	0	0	3
TCGA-E2-A1B6-01	3	0	14	33	0	6
TCGA-E2-A1BC-01	4	0	10	13	8	6
TCGA-E2-A1BD-01	2	0	23	0	18	0
TCGA-E2-A1IE-01	0	0	10	10	7	3
TCGA-E2-A1IF-01	0	0	5	0	13	6
TCGA-E2-A1IG-01	0	12	14	0	31	0
TCGA-E2-A1IH-01	22	17	8	0	24	14
TCGA-E2-A1II-01	2	0	11	17	0	4
TCGA-E2-A1IJ-01	0	0	7	0	11	0
TCGA-E2-A1IK-01	1	1	5	0	9	1
TCGA-E2-A1IL-01	0	2	12	13	1	3
TCGA-E2-A1IN-01	112	94	10	14	0	18
TCGA-E2-A1IO-01	0	2	10	0	4	0
TCGA-E2-A1IU-01	1	8	8	7	7	0
TCGA-E2-A1L6-01	0	4	6	0	13	5
TCGA-E2-A1L7-01	4	2	5	17	45	8
TCGA-E2-A1L8-01	3	4	6	0	18	7
TCGA-E2-A1L9-01	0	4	9	10	0	5
TCGA-E2-A1LA-01	10	2	11	62	0	22
TCGA-E2-A1LB-01	14	16	4	0	16	5
TCGA-E2-A1LG-01	129	57	14	0	19	0
TCGA-E2-A1LH-01	53	15	13	101	28	21
TCGA-E2-A1LI-01	8	6	2	15	4	2
TCGA-E2-A1LK-01	5	0	47	0	0	2
TCGA-E2-A1LL-01	7	0	14	25	6	9
TCGA-E2-A2P6-01	42	107	24	0	0	13
TCGA-E2-A56Z-01	0	4	18	4	21	13
TCGA-E2-A570-01	1	1	13	14	0	1
TCGA-E2-A572-01	2	1	13	0	9	4
TCGA-E2-A573-01	5	2	15	27	8	15
TCGA-E2-A574-01	35	42	36	35	5	3
TCGA-E2-A576-01	1	2	32	9	25	1
TCGA-E2-A9RU-01	11	17	48	6	16	9
TCGA-E9-A1N3-01	3	0	3	1	18	6
TCGA-E9-A1N4-01	7	6	10	0	11	0
TCGA-E9-A1N5-01	8	9	2	6	0	14
TCGA-E9-A1N8-01	9	4	1	0	12	10
TCGA-E9-A1N9-01	2	8	19	29	0	8
TCGA-E9-A1NA-01	17	8	13	28	49	2
TCGA-E9-A1NE-01	4	3	6	43	0	6
TCGA-E9-A1NF-01	5	23	10	5	16	2
TCGA-E9-A1NG-01	0	1	7	1	11	1
TCGA-E9-A1NH-01	2	2	11	0	15	7
TCGA-E9-A1QZ-01	0	0	4	0	15	4
TCGA-E9-A1R0-01	6	6	21	0	2	0
TCGA-E9-A1R2-01	16	0	6	15	16	13
TCGA-E9-A1R3-01	0	4	9	7	0	5
TCGA-E9-A1R4-01	43	60	10	14	16	10
TCGA-E9-A1R5-01	2	4	19	5	17	4
TCGA-E9-A1R6-01	1	3	17	4	10	1
TCGA-E9-A1R7-01	5	9	11	25	6	7
TCGA-E9-A1RA-01	0	7	7	6	4	1
TCGA-E9-A1RB-01	0	0	11	12	2	13
TCGA-E9-A1RC-01	1	2	24	15	3	10
TCGA-E9-A1RD-01	2	6	7	6	0	2
TCGA-E9-A1RE-01	1	4	34	10	6	11
TCGA-E9-A1RF-01	19	4	33	78	30	6
TCGA-E9-A1RG-01	5	5	6	5	14	6
TCGA-E9-A1RH-01	10	9	25	33	26	8
TCGA-E9-A1RI-01	0	6	7	0	14	2
TCGA-E9-A226-01	30	24	15	0	9	1
TCGA-E9-A227-01	2	3	3	11	0	0
TCGA-E9-A228-01	6	8	26	9	0	3
TCGA-E9-A229-01	6	1	13	7	0	3
TCGA-E9-A22A-01	5	5	7	18	0	1
TCGA-E9-A22B-01	4	13	26	11	18	4
TCGA-E9-A22D-01	3	5	26	0	6	0
TCGA-E9-A22E-01	28	12	14	58	25	7
TCGA-E9-A22G-01	9	1	0	46	28	33
TCGA-E9-A22H-01	0	3	17	4	0	2
TCGA-E9-A243-01	14	7	7	36	7	18
TCGA-E9-A244-01	6	1	27	53	16	18
TCGA-E9-A245-01	0	1	0	1	20	1
TCGA-E9-A247-01	1	0	33	4	0	9
TCGA-E9-A248-01	2	5	14	1	0	6
TCGA-E9-A249-01	0	1	15	1	3	5
TCGA-E9-A24A-01	0	0	8	0	14	0
TCGA-E9-A295-01	4	1	37	0	67	0
TCGA-E9-A2JS-01	0	4	50	6	29	0
TCGA-E9-A2JT-01	16	12	0	0	0	0
TCGA-E9-A3HO-01	7	3	2	35	16	9
TCGA-E9-A3QA-01	18	8	4	24	7	1
TCGA-E9-A3X8-01	6	3	10	12	6	0
TCGA-E9-A54Y-01	4	20	22	7	0	5
TCGA-E9-A5FK-01	1	2	10	5	17	4
TCGA-E9-A5FL-01	22	7	15	53	14	22
TCGA-E9-A5UO-01	2	0	14	8	10	4
TCGA-E9-A6HE-01	0	3	13	2	0	4
TCGA-EW-A1IW-01	30	50	20	23	0	4
TCGA-EW-A1IX-01	17	13	0	9	0	3
TCGA-EW-A1IY-01	3	20	5	0	7	3
TCGA-EW-A1IZ-01	0	14	214	0	4	203
TCGA-EW-A1J1-01	0	0	12	6	5	0
TCGA-EW-A1J3-01	0	4	6	11	3	6
TCGA-EW-A1J5-01	235	305	0	0	0	0
TCGA-EW-A1J6-01	1	1	13	9	20	0
TCGA-EW-A1OV-01	41	85	8	5	0	1
TCGA-EW-A1OX-01	4	3	5	7	0	2
TCGA-EW-A1OZ-01	6	9	34	20	2	5
TCGA-EW-A1P0-01	1	0	2	0	18	7
TCGA-EW-A1P1-01	0	0	1	1	1	0
TCGA-EW-A1P3-01	0	4	10	4	10	0
TCGA-EW-A1P4-01	10	0	11	9	35	12
TCGA-EW-A1P5-01	2	0	15	0	0	3
TCGA-EW-A1P6-01	0	1	9	0	15	1
TCGA-EW-A1P7-01	0	0	0	14	0	5
TCGA-EW-A1P8-01	1	2	10	20	0	6
TCGA-EW-A1PA-01	3	7	10	11	7	3
TCGA-EW-A1PB-01	63	28	3	52	35	1
TCGA-EW-A1PD-01	13	8	0	46	14	12
TCGA-EW-A1PE-01	0	9	10	11	0	8
TCGA-EW-A1PG-01	0	3	5	0	0	3
TCGA-EW-A1PH-01	6	5	26	20	0	5
TCGA-EW-A2FR-01	9	7	16	13	9	0
TCGA-EW-A2FS-01	2	1	14	7	9	12
TCGA-EW-A2FV-01	0	3	7	0	21	1
TCGA-EW-A2FW-01	0	4	18	3	0	1
TCGA-EW-A423-01	11	15	30	23	0	9
TCGA-EW-A6S9-01	1	4	14	7	2	3
TCGA-EW-A6SA-01	9	14	27	23	36	14
TCGA-EW-A6SB-01	6	3	21	12	22	17
TCGA-EW-A6SC-01	0	9	6	10	0	14
TCGA-EW-A6SD-01	18	22	11	3	0	14
TCGA-GI-A2C8-01	20	4	25	68	16	15
TCGA-GM-A2D9-01	257	369	0	0	0	19
TCGA-GM-A2DA-01	7	4	16	0	17	1
TCGA-GM-A2DB-01	9	5	23	13	73	5
TCGA-GM-A2DC-01	0	0	19	3	5	0
TCGA-GM-A2DD-01	4	4	13	24	7	16
TCGA-GM-A2DF-01	6	3	22	18	0	4
TCGA-GM-A2DH-01	85	32	13	59	34	9
TCGA-GM-A2DI-01	38	42	8	0	3	0
TCGA-GM-A2DK-01	0	6	8	0	14	9
TCGA-GM-A2DL-01	5	9	9	0	26	0
TCGA-GM-A2DM-01	0	6	0	0	14	7
TCGA-GM-A2DN-01	0	4	7	6	1	1
TCGA-GM-A2DO-01	93	113	13	0	0	1
TCGA-GM-A3NW-01	35	25	24	11	0	0
TCGA-GM-A3XL-01	40	8	12	59	9	16
TCGA-GM-A4E0-01	0	1	15	0	16	2
TCGA-GM-A5PV-01	1	10	6	12	12	6
TCGA-GM-A5PX-01	4	7	12	9	2	8
TCGA-HN-A2NL-01	9	1	13	22	38	8
TCGA-HN-A2OB-01	2	3	9	2	2	1
TCGA-JL-A3YX-01	7	17	14	3	0	8
TCGA-LD-A66U-01	0	2	16	2	10	14
TCGA-LD-A74U-01	121	200	26	5	0	0
TCGA-LD-A7W5-01	10	10	26	3	8	8
TCGA-LD-A7W6-01	1	4	15	6	14	6
TCGA-LD-A9QF-01	2	2	21	6	8	0
TCGA-LL-A440-01	0	2	3	0	1	0
TCGA-LL-A50Y-01	0	4	16	0	13	10
TCGA-LL-A5YL-01	12	35	25	1	20	0
TCGA-LL-A5YM-01	2	3	11	2	19	3
TCGA-LL-A5YN-01	0	2	17	14	6	4
TCGA-LL-A5YO-01	14	2	2	17	16	10
TCGA-LL-A5YP-01	8	8	2	37	39	11
TCGA-LL-A6FP-01	3	18	7	0	43	4
TCGA-LL-A6FQ-01	0	7	36	7	10	9
TCGA-LL-A6FR-01	2	3	22	17	8	11
TCGA-LL-A73Y-01	106	35	12	0	16	24
TCGA-LL-A73Z-01	1	3	17	11	10	6
TCGA-LL-A740-01	1	8	17	22	7	13
TCGA-LL-A7SZ-01	2	10	23	0	28	12
TCGA-LL-A7T0-01	5	11	36	4	11	10
TCGA-LL-A8F5-01	17	6	20	95	31	31
TCGA-LL-A9Q3-01	0	13	25	16	2	12
TCGA-OK-A5Q2-01	1	9	21	0	12	0
TCGA-OL-A5D6-01	2	8	17	0	30	0
TCGA-OL-A5D7-01	10	6	16	37	0	11
TCGA-OL-A5D8-01	2	3	16	11	0	7
TCGA-OL-A5DA-01	38	37	21	0	17	1
TCGA-OL-A5RU-01	1	2	22	10	8	3
TCGA-OL-A5RV-01	0	0	10	6	0	1
TCGA-OL-A5RW-01	91	37	3	87	2	33
TCGA-OL-A5RX-01	2	2	17	0	6	8
TCGA-OL-A5RY-01	2	1	4	1	0	5
TCGA-OL-A5RZ-01	11	15	57	51	10	8
TCGA-OL-A5S0-01	3	5	22	5	4	5
TCGA-OL-A66H-01	0	1	7	14	1	4
TCGA-OL-A66I-01	2	6	17	15	14	2
TCGA-OL-A66J-01	3	10	22	3	17	13
TCGA-OL-A66K-01	1	4	25	11	0	6
TCGA-OL-A66L-01	26	49	9	0	0	10
TCGA-OL-A66N-01	1	3	31	0	16	7
TCGA-OL-A66O-01	2	1	18	10	2	5
TCGA-OL-A66P-01	1	5	12	31	53	21
TCGA-OL-A6VO-01	2	1	19	13	0	3
TCGA-OL-A6VQ-01	21	36	14	1	0	10
TCGA-OL-A6VR-01	0	1	7	3	0	6
TCGA-OL-A97C-01	1	2	18	22	9	18
TCGA-PE-A5DC-01	11	15	23	54	32	19
TCGA-PE-A5DD-01	18	32	20	2	10	3
TCGA-PE-A5DE-01	240	426	19	0	0	4
TCGA-PL-A8LV-01	33	16	13	66	7	20
TCGA-PL-A8LX-01	0	1	16	17	0	15
TCGA-PL-A8LY-01	0	0	0	0	2	5
TCGA-PL-A8LZ-01	0	22	9	55	39	11
TCGA-S3-A6ZF-01	6	1	33	12	0	0
TCGA-S3-A6ZG-01	0	8	29	1	19	3
TCGA-S3-A6ZH-01	1	6	20	13	0	5
TCGA-S3-AA0Z-01	9	12	21	13	11	11
TCGA-S3-AA10-01	16	10	10	90	8	16
TCGA-S3-AA11-01	0	7	3	4	72	10
TCGA-S3-AA12-01	3	5	18	1	31	2
TCGA-S3-AA14-01	4	3	15	2	0	0
TCGA-S3-AA15-01	22	18	8	9	0	3
TCGA-S3-AA17-01	15	8	18	41	38	21
TCGA-UL-AAZ6-01	14	10	13	26	51	26
TCGA-UU-A93S-01	13	11	28	86	33	25
TCGA-V7-A7HQ-01	5	1	9	15	0	1
TCGA-W8-A86G-01	1	2	13	1	12	6
TCGA-WT-AB41-01	2	26	14	5	9	6
TCGA-WT-AB44-01	0	1	25	4	22	8
TCGA-XX-A899-01	10	27	9	4	9	1
TCGA-XX-A89A-01	151	70	31	6	6	1
TCGA-Z7-A8R5-01	1	0	30	0	1	2
TCGA-Z7-A8R6-01	25	45	21	5	0	11
